Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1262785.3"	"Clostridium sp. CAG:253"		1262785	"WGS"	"MGS:253"								"2013-05-31T00:00:00Z"		"PRJEB789"	"SAMEA3138722"	"GCF_000436755.1"		"CBEI000000000"		"DTU"							104	2889072	35.86	2744	2539		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		96.2	94.4	100	5.3		"Good"	"2016-01-17T15:32:48.421Z"	"2016-01-17T15:32:48.421Z"
"1262786.3"	"Clostridium sp. CAG:264"		1262786	"WGS"	"MGS:264"								"2013-05-31T00:00:00Z"		"PRJEB796"	"SAMEA3138503"	"GCF_000432315.1"		"CAYM000000000"		"DTU"							71	2529256	41.22	2341	2136		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		96.2	94.4	98.9			"Good"	"2016-01-17T15:31:28.436Z"	"2016-01-17T15:31:28.436Z"
"1262788.3"	"Clostridium sp. CAG:269"		1262788	"WGS"	"MGS:269"								"2013-05-31T00:00:00Z"		"PRJEB801"	"SAMEA3138778"	"GCF_000437875.1"		"CBJE000000000"		"DTU"							69	1562009	26.41	1613	1540		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		94.7	93.8	97.8	4.3		"Good"	"2016-01-17T15:33:08.171Z"	"2016-01-17T15:33:08.171Z"
"1262789.3"	"Clostridium sp. CAG:273"		1262789	"WGS"	"MGS:273"								"2013-05-31T00:00:00Z"		"PRJEB805"	"SAMEA3138802"	"GCF_000438355.1"		"CBJR000000000"		"DTU"							104	1340338	26.73	1314	1183		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		93.9	92.9	96.7	5.4		"Good"	"2016-01-17T15:33:16.531Z"	"2016-01-17T15:33:16.531Z"
"1262790.3"	"Clostridium sp. CAG:277"		1262790	"WGS"	"MGS:277"								"2013-05-31T00:00:00Z"		"PRJEB808"	"SAMEA3138789"	"GCF_000438095.1"		"CBJK000000000"		"DTU"							67	3015377	43.88	2892	2689		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		95.6	93.6	100	5.3		"Good"	"2016-01-17T15:33:11.825Z"	"2016-01-17T15:33:11.825Z"
"1262791.3"	"Clostridium sp. CAG:288"		1262791	"WGS"	"MGS:288"								"2013-05-31T00:00:00Z"		"PRJEB812"	"SAMEA3138754"	"GCF_000437395.1"		"CBIJ000000000"		"DTU"							33	1639723	30.37	1532	1500		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		93.9	93.6	87.7	1.3		"Good"	"2016-01-17T15:32:59.748Z"	"2016-01-17T15:32:59.748Z"
"1262792.3"	"Clostridium sp. CAG:299"		1262792	"WGS"	"MGS:299"								"2013-05-31T00:00:00Z"		"PRJEB817"	"SAMEA3138669"	"GCF_000435655.1"		"CBGZ000000000"		"DTU"							149	2725104	49.41	2825	2441		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		97	94.2	100	4.3		"Good"	"2016-01-17T15:32:29.356Z"	"2016-01-17T15:32:29.356Z"
"1262793.3"	"Clostridium sp. CAG:302"		1262793	"WGS"	"MGS:302"								"2013-05-31T00:00:00Z"		"PRJEB819"	"SAMEA3138477"	"GCF_000431795.1"		"CBEJ000000000"		"DTU"							25	1241287	26.75	1289	1248		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		94.3	93.9	94.4	1.2		"Good"	"2016-01-17T15:31:18.811Z"	"2016-01-17T15:31:18.811Z"
"1262794.3"	"Clostridium sp. CAG:306"		1262794	"WGS"	"MGS:306"								"2013-05-31T00:00:00Z"		"PRJEB821"	"SAMEA3138465"	"GCF_000431555.1"		"CBEW000000000"		"DTU"							73	2195284	36.31	2268	2130		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		92.8	91.8	86.5	1.3		"Good"	"2016-01-17T15:31:13.551Z"	"2016-01-17T15:31:13.551Z"
"1262795.3"	"Clostridium sp. CAG:307"		1262795	"WGS"	"MGS:307"								"2013-05-31T00:00:00Z"		"PRJEB822"	"SAMEA3138763"	"GCF_000437575.1"		"CBIO000000000"		"DTU"							102	1844680	29.72	1761	1656		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		95.3	94.4	93.3	2.3		"Good"	"2016-01-17T15:33:02.776Z"	"2016-01-17T15:33:02.776Z"
"1262796.3"	"Clostridium sp. CAG:343"		1262796	"WGS"	"MGS:343"								"2013-05-31T00:00:00Z"		"PRJEB839"	"SAMEA3138454"	"GCF_000431335.1"		"CBEQ000000000"		"DTU"							55	1429851	26.52	1505	1443		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		94.3	93.2	99.6	4.3		"Good"	"2016-01-17T15:31:09.208Z"	"2016-01-17T15:31:09.208Z"
"1262797.3"	"Clostridium sp. CAG:349"		1262797	"WGS"	"MGS:349"								"2013-05-31T00:00:00Z"		"PRJEB843"	"SAMEA3138536"	"GCF_000432975.1"		"CBGK000000000"		"DTU"							53	1472989	47.29	1464	1347		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		93.3	92.8	96.7			"Good"	"2016-01-17T15:31:40.481Z"	"2016-01-17T15:31:40.481Z"
"1262798.3"	"Clostridium sp. CAG:352"		1262798	"WGS"	"MGS:352"								"2013-05-31T00:00:00Z"		"PRJEB845"	"SAMEA3138480"	"GCF_000431855.1"		"CBFG000000000"		"DTU"							67	2256374	36.72	2290	2097		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		96.2	95.4	100			"Good"	"2016-01-17T15:31:19.965Z"	"2016-01-17T15:31:19.965Z"
"1262799.3"	"Clostridium sp. CAG:354"		1262799	"WGS"	"MGS:354"								"2013-05-31T00:00:00Z"		"PRJEB847"	"SAMEA3138757"	"GCF_000437455.1"		"CBIG000000000"		"DTU"							76	1667207	27.54	1794	1707		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		93.9	92.9	97.8	1.1		"Good"	"2016-01-17T15:33:00.722Z"	"2016-01-17T15:33:00.722Z"
"1262800.3"	"Clostridium sp. CAG:356"		1262800	"WGS"	"MGS:356"								"2013-05-31T00:00:00Z"		"PRJEB848"	"SAMEA3138567"	"GCF_000433595.1"		"CBGY000000000"		"DTU"							68	1551589	27.97	1559	1500		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		94.2	93.6	98.9	1.1		"Good"	"2016-01-17T15:31:51.703Z"	"2016-01-17T15:31:51.703Z"
"1262802.3"	"Clostridium sp. CAG:411"		1262802	"WGS"	"MGS:411"								"2013-05-31T00:00:00Z"		"PRJEB872"	"SAMEA3138748"	"GCF_000437275.1"		"CBIY000000000"		"DTU"							112	3031728	35.95	2864	2624		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		96.7	94.6	100	2.2		"Good"	"2016-01-17T15:32:57.684Z"	"2016-01-17T15:32:57.684Z"
"1262803.3"	"Clostridium sp. CAG:413"		1262803	"WGS"	"MGS:413"								"2013-05-31T00:00:00Z"		"PRJEB873"	"SAMEA3138476"	"GCF_000431775.1"		"CBES000000000"		"DTU"							81	2465124	52.22	2428	2197		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		95	92.8	96.7	2.2		"Good"	"2016-01-17T15:31:18.492Z"	"2016-01-17T15:31:18.492Z"
"1262804.3"	"Clostridium sp. CAG:417"		1262804	"WGS"	"MGS:417"								"2013-05-31T00:00:00Z"		"PRJEB874"	"SAMEA3138529"	"GCF_000432835.1"		"CBFQ000000000"		"DTU"							13	1267903	27.71	1319	1291		"396 human stool samples we identified 7,381 such MetaGenomic Species"	"derived from 396 human stool samples we identified 7,381 such MetaGenomic Species"									"Human, Homo sapiens"																			"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source"		95	94.8	98.9			"Good"	"2016-01-17T15:31:37.710Z"	"2016-01-17T15:31:37.710Z"
